Id,Label,timeset,indegree,outdegree,degree,modularity_class
1991,1991,,0,9,9,4
1992,1992,,5,2,7,105
1993,1993,,5,2,7,105
1994,1994,,1,8,9,25
1995,1995,,7,2,9,3
1996,1996,,3,5,8,9
1997,1997,,4,5,9,4
1998,1998,,3,5,8,16
1999,1999,,5,4,9,1
2000,2000,,2,6,8,9
2001,2001,,1,8,9,34
2002,2002,,2,5,7,94
2003,2003,,1,5,6,3
2004,2004,,2,6,8,9
2005,2005,,3,6,9,3
2006,2006,,4,1,5,10
2007,2007,,0,7,7,18
2008,2008,,4,5,9,4
2009,2009,,1,6,7,14
2010,2010,,1,8,9,33
2011,2011,,0,7,7,4
2012,2012,,6,3,9,0
2013,2013,,5,4,9,3
2014,2014,,2,6,8,22
2015,2015,,0,0,0,26
2016,2016,,4,4,8,33
2017,2017,,3,4,7,3
2018,2018,,2,7,9,3
2019,2019,,3,6,9,33
2020,2020,,3,4,7,5
2021,2021,,0,3,3,4
2022,2022,,0,7,7,14
2023,2023,,6,1,7,6
2024,2024,,9,0,9,105
2025,2025,,2,5,7,105
2026,2026,,6,2,8,14
2027,2027,,4,4,8,3
2028,2028,,6,2,8,94
2029,2029,,2,3,5,3
2030,2030,,1,5,6,8
2031,2031,,1,7,8,18
2032,2032,,3,5,8,3
2033,2033,,0,1,1,5
2034,2034,,5,2,7,9
2035,2035,,0,8,8,3
2036,2036,,2,5,7,4
2037,2037,,2,6,8,33
2038,2038,,0,6,6,9
2039,2039,,3,4,7,18
2040,2040,,2,6,8,4
2041,2041,,2,6,8,5
2042,2042,,4,4,8,4
2043,2043,,0,7,7,32
2044,2044,,5,3,8,4
2045,2045,,3,3,6,94
2046,2046,,4,4,8,77
2047,2047,,5,2,7,3
2048,2048,,2,2,4,4
2049,2049,,6,2,8,4
2050,2050,,2,6,8,0
2051,2051,,2,6,8,14
2052,2052,,1,7,8,4
2053,2053,,1,4,5,10
2054,2054,,4,1,5,82
2055,2055,,4,4,8,4
2056,2056,,5,0,5,94
2057,2057,,5,3,8,14
2058,2058,,5,3,8,22
2059,2059,,3,5,8,3
2060,2060,,0,5,5,3
2061,2061,,5,3,8,22
2062,2062,,2,2,4,16
2063,2063,,5,3,8,5
2064,2064,,0,1,1,306
2065,2065,,7,0,7,22
2066,2066,,4,4,8,27
2067,2067,,4,2,6,3
2068,2068,,2,5,7,5
2069,2069,,3,5,8,94
2070,2070,,3,1,4,5
2071,2071,,0,7,7,3
2072,2072,,5,2,7,8
2073,2073,,2,6,8,10
2074,2074,,1,7,8,1
2075,2075,,7,0,7,24
2076,2076,,5,1,6,5
2077,2077,,0,7,7,3
2078,2078,,0,8,8,32
2079,2079,,2,3,5,24
2080,2080,,2,5,7,105
2081,2081,,2,5,7,18
2082,2082,,0,7,7,3
2083,2083,,4,2,6,78
2084,2084,,7,0,7,0
2085,2085,,4,0,4,5
2086,2086,,3,5,8,1
2087,2087,,3,3,6,3
2088,2088,,5,3,8,16
2089,2089,,6,1,7,4
2090,2090,,1,2,3,33
2091,2091,,3,3,6,1
2092,2092,,3,5,8,19
2093,2093,,1,2,3,3
2094,2094,,1,4,5,5
2095,2095,,0,6,6,1
2096,2096,,3,5,8,33
2097,2097,,2,4,6,7
2098,2098,,1,4,5,3
2099,2099,,2,5,7,32
2100,2100,,4,3,7,19
2101,2101,,5,3,8,4
2102,2102,,0,8,8,4
2103,2103,,6,2,8,8
2104,2104,,1,7,8,105
2105,2105,,2,6,8,94
2106,2106,,6,2,8,4
2107,2107,,2,6,8,18
2108,2108,,0,7,7,0
2109,2109,,1,4,5,94
2110,2110,,3,5,8,105
2111,2111,,1,4,5,7
2112,2112,,3,4,7,105
2113,2113,,2,6,8,0
2114,2114,,4,2,6,27
2115,2115,,1,6,7,94
2116,2116,,1,4,5,7
2117,2117,,4,3,7,32
2118,2118,,8,0,8,3
2119,2119,,0,6,6,3
2120,2120,,3,5,8,7
2121,2121,,0,8,8,5
2122,2122,,2,5,7,4
2123,2123,,3,2,5,5
2124,2124,,4,4,8,94
2125,2125,,1,5,6,9
2126,2126,,5,2,7,27
2127,2127,,3,5,8,4
2128,2128,,1,2,3,16
2129,2129,,4,3,7,14
2130,2130,,3,5,8,27
2131,2131,,2,6,8,7
2132,2132,,1,2,3,18
2133,2133,,3,2,5,33
2134,2134,,4,2,6,78
2135,2135,,7,0,7,45
2136,2136,,4,4,8,8
2137,2137,,2,2,4,1
2138,2138,,4,4,8,0
2139,2139,,4,4,8,4
2140,2140,,0,0,0,28
2141,2141,,1,6,7,4
2142,2142,,3,5,8,18
2143,2143,,1,5,6,3
2144,2144,,7,0,7,32
2145,2145,,0,4,4,10
2146,2146,,6,2,8,18
2147,2147,,1,4,5,19
2148,2148,,6,0,6,9
2149,2149,,2,6,8,1
2150,2150,,1,6,7,14
2151,2151,,5,3,8,5
2152,2152,,2,6,8,1
2153,2153,,3,5,8,7
2154,2154,,2,6,8,1
2155,2155,,1,7,8,34
2156,2156,,4,3,7,82
2157,2157,,2,3,5,3
2158,2158,,3,5,8,105
2159,2159,,2,3,5,4
2160,2160,,2,6,8,1
2161,2161,,1,7,8,19
2162,2162,,4,4,8,29
2163,2163,,1,6,7,45
2164,2164,,3,5,8,40
2165,2165,,3,4,7,19
2166,2166,,7,1,8,22
2167,2167,,2,6,8,4
2168,2168,,2,6,8,3
2169,2169,,4,4,8,5
2170,2170,,1,3,4,8
2171,2171,,2,5,7,27
2172,2172,,2,6,8,5
2173,2173,,5,3,8,94
2174,2174,,4,3,7,5
2175,2175,,0,0,0,30
2176,2176,,1,7,8,3
2177,2177,,4,3,7,3
2178,2178,,3,4,7,7
2179,2179,,6,1,7,77
2180,2180,,2,6,8,9
2181,2181,,3,5,8,1
2182,2182,,2,4,6,5
2183,2183,,2,3,5,78
2184,2184,,4,2,6,6
2185,2185,,3,3,6,14
2186,2186,,2,6,8,57
2187,2187,,0,6,6,4
2188,2188,,3,4,7,4
2189,2189,,1,4,5,18
2190,2190,,4,2,6,3
2191,2191,,2,5,7,22
2192,2192,,8,0,8,3
2193,2193,,7,1,8,9
2194,2194,,7,1,8,9
2195,2195,,6,1,7,94
2196,2196,,3,5,8,3
2197,2197,,3,0,3,5
2198,2198,,2,5,7,3
2199,2199,,1,6,7,3
2200,2200,,1,5,6,9
2201,2201,,3,4,7,5
2202,2202,,2,5,7,32
2203,2203,,4,1,5,9
2204,2204,,1,6,7,4
2205,2205,,0,4,4,18
2206,2206,,2,3,5,33
2207,2207,,0,6,6,16
2208,2208,,1,6,7,94
2209,2209,,1,4,5,1
2210,2210,,0,6,6,18
2211,2211,,3,4,7,4
2212,2212,,2,5,7,7
2213,2213,,4,3,7,4
2214,2214,,5,1,6,9
2215,2215,,3,4,7,5
2216,2216,,5,1,6,8
2217,2217,,2,5,7,32
2218,2218,,3,2,5,94
2219,2219,,1,5,6,105
2220,2220,,2,0,2,14
2221,2221,,0,7,7,4
2222,2222,,3,4,7,4
2223,2223,,1,6,7,8
2224,2224,,4,3,7,33
2225,2225,,4,0,4,8
2226,2226,,1,3,4,33
2227,2227,,0,7,7,8
2228,2228,,3,3,6,0
2229,2229,,3,2,5,78
2230,2230,,5,2,7,4
2231,2231,,4,3,7,3
2232,2232,,2,3,5,32
2233,2233,,0,7,7,5
2234,2234,,0,4,4,77
2235,2235,,4,3,7,27
2236,2236,,5,2,7,3
2237,2237,,0,7,7,14
2238,2238,,4,3,7,22
2239,2239,,5,2,7,4
2240,2240,,1,6,7,3
2241,2241,,0,5,5,9
2242,2242,,2,3,5,3
2243,2243,,1,3,4,18
2244,2244,,2,3,5,7
2245,2245,,3,4,7,8
2246,2246,,2,4,6,22
2247,2247,,2,2,4,39
2248,2248,,3,4,7,1
2249,2249,,1,3,4,1
2250,2250,,3,1,4,5
2251,2251,,1,0,1,8
2252,2252,,0,7,7,18
2253,2253,,4,3,7,22
2254,2254,,0,2,2,3
2255,2255,,4,1,5,22
2256,2256,,5,1,6,18
2257,2257,,7,0,7,4
2258,2258,,3,4,7,4
2259,2259,,3,3,6,78
2260,2260,,1,3,4,3
2261,2261,,3,1,4,6
2262,2262,,2,4,6,8
2263,2263,,1,6,7,7
2264,2264,,0,7,7,6
2265,2265,,5,2,7,8
2266,2266,,4,3,7,7
2267,2267,,2,5,7,4
2268,2268,,1,6,7,19
2269,2269,,1,6,7,5
2270,2270,,0,7,7,77
2271,2271,,4,3,7,3
2272,2272,,1,1,2,105
2273,2273,,3,4,7,77
2274,2274,,5,2,7,77
2275,2275,,4,3,7,105
2276,2276,,2,2,4,18
2277,2277,,2,4,6,14
2278,2278,,1,0,1,16
2279,2279,,1,6,7,5
2280,2280,,1,4,5,105
2281,2281,,5,2,7,78
2282,2282,,3,1,4,105
2283,2283,,7,0,7,32
2284,2284,,4,3,7,32
2285,2285,,2,5,7,8
2286,2286,,2,2,4,0
2287,2287,,4,3,7,5
2288,2288,,5,1,6,105
2289,2289,,4,3,7,22
2290,2290,,3,4,7,5
2291,2291,,2,3,5,8
2292,2292,,2,5,7,4
2293,2293,,0,5,5,3
2294,2294,,5,1,6,1
2295,2295,,3,4,7,3
2296,2296,,0,7,7,105
2297,2297,,3,2,5,27
2298,2298,,1,5,6,77
2299,2299,,0,0,0,31
2300,2300,,4,3,7,3
2301,2301,,1,6,7,8
2302,2302,,5,2,7,94
2303,2303,,0,4,4,18
2304,2304,,7,0,7,1
2305,2305,,4,3,7,14
2306,2306,,3,4,7,9
2307,2307,,1,4,5,18
2308,2308,,1,2,3,105
2309,2309,,4,2,6,10
2310,2310,,1,6,7,82
2311,2311,,4,3,7,3
2312,2312,,2,5,7,33
2313,2313,,2,4,6,16
2314,2314,,2,0,2,9
2315,2315,,6,1,7,105
2316,2316,,2,4,6,4
2317,2317,,1,4,5,78
2318,2318,,1,5,6,4
2319,2319,,4,0,4,33
2320,2320,,2,3,5,1
2321,2321,,0,4,4,1
2322,2322,,3,2,5,3
2323,2323,,1,0,1,24
2324,2324,,6,1,7,105
2325,2325,,3,4,7,94
2326,2326,,0,3,3,33
2327,2327,,1,4,5,32
2328,2328,,3,2,5,77
2329,2329,,3,2,5,34
2330,2330,,5,1,6,57
2331,2331,,4,3,7,94
2332,2332,,3,3,6,33
2333,2333,,3,2,5,7
2334,2334,,2,4,6,18
2335,2335,,4,3,7,7
2336,2336,,1,2,3,33
2337,2337,,4,3,7,1
2338,2338,,6,1,7,8
2339,2339,,5,2,7,5
2340,2340,,6,1,7,33
2341,2341,,6,1,7,5
2342,2342,,0,5,5,0
2343,2343,,5,0,5,18
2344,2344,,1,5,6,33
2345,2345,,5,0,5,4
2346,2346,,3,3,6,19
2347,2347,,5,2,7,94
2348,2348,,4,3,7,1
2349,2349,,1,4,5,0
2350,2350,,2,5,7,8
2351,2351,,2,2,4,18
2352,2352,,0,7,7,33
2353,2353,,1,4,5,5
2354,2354,,6,1,7,78
2355,2355,,5,2,7,9
2356,2356,,5,2,7,0
2357,2357,,2,5,7,22
2358,2358,,1,2,3,3
2359,2359,,3,1,4,19
2360,2360,,1,5,6,4
2361,2361,,2,4,6,1
2362,2362,,5,1,6,4
2363,2363,,2,2,4,1
2364,2364,,0,3,3,7
2365,2365,,2,4,6,3
2366,2366,,3,2,5,8
2367,2367,,1,2,3,22
2368,2368,,3,4,7,10
2369,2369,,3,4,7,5
2370,2370,,5,0,5,4
2371,2371,,3,4,7,7
2372,2372,,1,5,6,3
2373,2373,,1,4,5,3
2374,2374,,3,4,7,22
2375,2375,,5,1,6,105
2376,2376,,1,6,7,22
2377,2377,,4,3,7,1
2378,2378,,3,4,7,0
2379,2379,,2,2,4,21
2380,2380,,2,1,3,4
2381,2381,,0,7,7,6
2382,2382,,2,4,6,22
2383,2383,,2,4,6,18
2384,2384,,3,4,7,4
2385,2385,,3,3,6,27
2386,2386,,3,4,7,5
2387,2387,,3,4,7,5
2388,2388,,1,5,6,33
2389,2389,,4,2,6,1
2390,2390,,5,2,7,39
2391,2391,,3,3,6,1
2392,2392,,5,2,7,32
2393,2393,,3,4,7,1
2394,2394,,1,5,6,18
2395,2395,,3,2,5,4
2396,2396,,3,2,5,6
2397,2397,,1,2,3,3
2398,2398,,2,5,7,33
2399,2399,,1,3,4,3
2400,2400,,3,2,5,6
2401,2401,,2,3,5,5
2402,2402,,3,3,6,5
2403,2403,,0,5,5,9
2404,2404,,1,5,6,5
2405,2405,,4,2,6,3
2406,2406,,2,3,5,5
2407,2407,,3,3,6,4
2408,2408,,2,2,4,5
2409,2409,,4,2,6,5
2410,2410,,1,0,1,39
2411,2411,,2,3,5,1
2412,2412,,0,4,4,5
2413,2413,,1,2,3,4
2414,2414,,1,2,3,24
2415,2415,,6,0,6,34
2416,2416,,3,3,6,3
2417,2417,,4,2,6,3
2418,2418,,1,4,5,77
2419,2419,,1,4,5,7
2420,2420,,2,3,5,5
2421,2421,,0,6,6,14
2422,2422,,2,0,2,8
2423,2423,,5,1,6,27
2424,2424,,0,5,5,78
2425,2425,,0,1,1,8
2426,2426,,2,4,6,105
2427,2427,,1,5,6,3
2428,2428,,2,3,5,94
2429,2429,,4,1,5,0
2430,2430,,1,5,6,4
2431,2431,,0,0,0,35
2432,2432,,1,4,5,9
2433,2433,,1,5,6,16
2434,2434,,2,2,4,22
2435,2435,,3,0,3,4
2436,2436,,3,3,6,19
2437,2437,,1,1,2,3
2438,2438,,4,2,6,105
2439,2439,,2,3,5,8
2440,2440,,1,2,3,3
2441,2441,,1,4,5,9
2442,2442,,0,0,0,36
2443,2443,,2,4,6,3
2444,2444,,5,0,5,8
2445,2445,,5,0,5,1
2446,2446,,0,6,6,3
2447,2447,,0,0,0,37
2448,2448,,0,3,3,22
2449,2449,,2,4,6,4
2450,2450,,3,2,5,3
2451,2451,,2,4,6,22
2452,2452,,2,4,6,5
2453,2453,,1,3,4,78
2454,2454,,2,2,4,6
2455,2455,,3,2,5,27
2456,2456,,1,5,6,39
2457,2457,,2,3,5,33
2458,2458,,3,2,5,32
2459,2459,,3,1,4,14
2460,2460,,4,1,5,105
2461,2461,,5,1,6,105
2462,2462,,3,3,6,1
2463,2463,,2,4,6,24
2464,2464,,5,0,5,3
2465,2465,,0,6,6,3
2466,2466,,1,5,6,5
2467,2467,,0,6,6,14
2468,2468,,5,1,6,3
2469,2469,,2,4,6,4
2470,2470,,1,5,6,22
2471,2471,,2,3,5,105
2472,2472,,2,3,5,4
2473,2473,,3,3,6,74
2474,2474,,3,0,3,2
2475,2475,,4,0,4,5
2476,2476,,4,1,5,4
2477,2477,,6,0,6,1
2478,2478,,1,1,2,4
2479,2479,,5,1,6,24
2480,2480,,3,1,4,3
2481,2481,,1,1,2,19
2482,2482,,2,4,6,5
2483,2483,,2,2,4,10
2484,2484,,4,1,5,9
2485,2485,,5,1,6,33
2486,2486,,3,1,4,105
2487,2487,,2,3,5,3
2488,2488,,3,3,6,94
2489,2489,,5,0,5,1
2490,2490,,0,5,5,18
2491,2491,,3,3,6,94
2492,2492,,2,4,6,5
2493,2493,,2,4,6,3
2494,2494,,3,3,6,4
2495,2495,,3,3,6,1
2496,2496,,0,4,4,32
2497,2497,,4,2,6,105
2498,2498,,3,2,5,5
2499,2499,,2,4,6,3
2500,2500,,3,3,6,3
2501,2501,,5,1,6,105
2502,2502,,1,4,5,105
2503,2503,,0,6,6,3
2504,2504,,2,3,5,16
2505,2505,,6,0,6,3
2506,2506,,4,0,4,7
2507,2507,,2,3,5,5
2508,2508,,2,0,2,3
2509,2509,,4,2,6,3
2510,2510,,2,2,4,3
2511,2511,,1,2,3,94
2512,2512,,1,3,4,9
2513,2513,,3,3,6,6
2514,2514,,2,2,4,18
2515,2515,,2,4,6,19
2516,2516,,2,4,6,4
2517,2517,,4,0,4,9
2518,2518,,2,4,6,9
2519,2519,,3,3,6,5
2520,2520,,0,6,6,3
2521,2521,,2,2,4,78
2522,2522,,2,4,6,105
2523,2523,,3,3,6,77
2524,2524,,5,1,6,1
2525,2525,,3,3,6,4
2526,2526,,0,6,6,24
2527,2527,,2,2,4,9
2528,2528,,2,4,6,33
2529,2529,,3,2,5,5
2530,2530,,3,3,6,24
2531,2531,,2,1,3,3
2532,2532,,1,4,5,3
2533,2533,,4,2,6,9
2534,2534,,1,2,3,4
2535,2535,,0,0,0,38
2536,2536,,4,2,6,3
2537,2537,,3,3,6,14
2538,2538,,2,4,6,9
2539,2539,,2,4,6,16
2540,2540,,0,3,3,14
2541,2541,,0,1,1,105
2542,2542,,1,5,6,7
2543,2543,,3,3,6,105
2544,2544,,3,2,5,24
2545,2545,,2,3,5,5
2546,2546,,1,1,2,22
2547,2547,,1,4,5,33
2548,2548,,2,3,5,3
2549,2549,,6,0,6,8
2550,2550,,3,2,5,77
2551,2551,,2,4,6,4
2552,2552,,2,3,5,4
2553,2553,,3,3,6,4
2554,2554,,2,4,6,32
2555,2555,,4,0,4,33
2556,2556,,3,3,6,22
2557,2557,,2,4,6,105
2558,2558,,5,0,5,8
2559,2559,,4,2,6,77
2560,2560,,4,2,6,22
2561,2561,,4,2,6,4
2562,2562,,2,0,2,1
2563,2563,,1,3,4,94
2564,2564,,2,4,6,22
2565,2565,,3,1,4,5
2566,2566,,1,1,2,16
2567,2567,,3,3,6,3
2568,2568,,3,3,6,5
2569,2569,,1,4,5,94
2570,2570,,0,5,5,32
2571,2571,,2,3,5,94
2572,2572,,1,5,6,22
2573,2573,,5,0,5,4
2574,2574,,4,0,4,39
2575,2575,,5,0,5,78
2576,2576,,2,4,6,105
2577,2577,,4,2,6,94
2578,2578,,3,2,5,34
2579,2579,,4,1,5,105
2580,2580,,2,4,6,105
2581,2581,,1,3,4,3
2582,2582,,3,3,6,105
2583,2583,,2,3,5,78
2584,2584,,4,2,6,34
2585,2585,,1,5,6,18
2586,2586,,3,3,6,22
2587,2587,,1,5,6,4
2588,2588,,2,2,4,4
2589,2589,,4,2,6,8
2590,2590,,4,2,6,19
2591,2591,,1,5,6,4
2592,2592,,1,5,6,4
2593,2593,,3,3,6,40
2594,2594,,2,2,4,18
2595,2595,,0,4,4,7
2596,2596,,5,1,6,5
2597,2597,,0,6,6,5
2598,2598,,2,2,4,5
2599,2599,,1,3,4,27
2600,2600,,1,3,4,14
2601,2601,,2,2,4,6
2602,2602,,2,3,5,16
2603,2603,,2,1,3,3
2604,2604,,2,4,6,22
2605,2605,,4,2,6,19
2606,2606,,3,0,3,4
2607,2607,,1,2,3,4
2608,2608,,3,2,5,32
2609,2609,,6,0,6,39
2610,2610,,2,3,5,9
2611,2611,,6,0,6,4
2612,2612,,5,1,6,22
2613,2613,,1,5,6,5
2614,2614,,1,3,4,4
2615,2615,,2,4,6,4
2616,2616,,2,3,5,14
2617,2617,,2,2,4,7
2618,2618,,2,4,6,32
2619,2619,,3,3,6,3
2620,2620,,2,4,6,22
2621,2621,,2,3,5,22
2622,2622,,1,3,4,9
2623,2623,,2,2,4,9
2624,2624,,4,2,6,4
2625,2625,,2,2,4,40
2626,2626,,4,1,5,3
2627,2627,,0,5,5,4
2628,2628,,0,6,6,3
2629,2629,,1,3,4,0
2630,2630,,2,4,6,54
2631,2631,,2,4,6,27
2632,2632,,3,3,6,77
2633,2633,,2,2,4,3
2634,2634,,2,4,6,3
2635,2635,,0,3,3,10
2636,2636,,2,1,3,94
2637,2637,,2,2,4,1
2638,2638,,2,2,4,27
2639,2639,,2,3,5,5
2640,2640,,5,1,6,39
2641,2641,,3,3,6,40
2642,2642,,3,3,6,22
2643,2643,,0,0,0,41
2644,2644,,3,2,5,4
2645,2645,,3,3,6,4
2646,2646,,5,1,6,27
2647,2647,,6,0,6,9
2648,2648,,6,0,6,1
2649,2649,,5,1,6,8
2650,2650,,2,4,6,4
2651,2651,,0,2,2,5
2652,2652,,2,2,4,4
2653,2653,,3,3,6,3
2654,2654,,2,4,6,3
2655,2655,,3,3,6,1
2656,2656,,4,2,6,3
2657,2657,,4,2,6,3
2658,2658,,3,0,3,1
2659,2659,,2,4,6,33
2660,2660,,3,3,6,5
2661,2661,,5,0,5,9
2662,2662,,1,5,6,4
2663,2663,,0,5,5,8
2664,2664,,2,3,5,9
2665,2665,,2,3,5,5
2666,2666,,1,3,4,78
2667,2667,,0,3,3,3
2668,2668,,2,2,4,4
2669,2669,,4,1,5,94
2670,2670,,1,1,2,4
2671,2671,,3,0,3,4
2672,2672,,2,3,5,1
2673,2673,,2,3,5,3
2674,2674,,1,4,5,4
2675,2675,,2,3,5,18
2676,2676,,1,4,5,22
2677,2677,,3,1,4,16
2678,2678,,1,1,2,94
2679,2679,,0,2,2,4
2680,2680,,1,3,4,22
2681,2681,,0,4,4,3
2682,2682,,2,1,3,5
2683,2683,,3,2,5,22
2684,2684,,0,5,5,105
2685,2685,,1,2,3,7
2686,2686,,3,2,5,4
2687,2687,,1,4,5,39
2688,2688,,1,2,3,5
2689,2689,,1,2,3,1
2690,2690,,1,4,5,22
2691,2691,,3,2,5,0
2692,2692,,2,1,3,7
2693,2693,,2,3,5,4
2694,2694,,2,3,5,94
2695,2695,,2,3,5,8
2696,2696,,0,5,5,16
2697,2697,,2,1,3,9
2698,2698,,1,3,4,18
2699,2699,,4,0,4,4
2700,2700,,2,3,5,4
2701,2701,,3,2,5,105
2702,2702,,5,0,5,16
2703,2703,,0,3,3,0
2704,2704,,4,1,5,3
2705,2705,,3,0,3,78
2706,2706,,1,4,5,22
2707,2707,,2,3,5,5
2708,2708,,0,3,3,8
2709,2709,,1,4,5,105
2710,2710,,2,1,3,22
2711,2711,,2,3,5,14
2712,2712,,1,2,3,1
2713,2713,,1,3,4,7
2714,2714,,3,1,4,6
2715,2715,,1,2,3,18
2716,2716,,3,2,5,22
2717,2717,,2,2,4,8
2718,2718,,2,2,4,77
2719,2719,,1,2,3,77
2720,2720,,2,1,3,0
2721,2721,,0,0,0,42
2722,2722,,3,2,5,4
2723,2723,,1,3,4,5
2724,2724,,2,3,5,16
2725,2725,,3,2,5,3
2726,2726,,2,2,4,105
2727,2727,,1,3,4,14
2728,2728,,0,4,4,1
2729,2729,,3,1,4,44
2730,2730,,4,1,5,14
2731,2731,,2,3,5,19
2732,2732,,1,2,3,8
2733,2733,,3,1,4,57
2734,2734,,2,2,4,5
2735,2735,,2,2,4,94
2736,2736,,4,1,5,33
2737,2737,,1,3,4,94
2738,2738,,2,2,4,19
2739,2739,,3,2,5,18
2740,2740,,2,3,5,94
2741,2741,,1,4,5,33
2742,2742,,1,3,4,10
2743,2743,,0,4,4,14
2744,2744,,1,1,2,1
2745,2745,,2,3,5,4
2746,2746,,2,3,5,1
2747,2747,,2,3,5,1
2748,2748,,2,2,4,40
2749,2749,,1,3,4,105
2750,2750,,1,2,3,19
2751,2751,,0,5,5,78
2752,2752,,3,2,5,5
2753,2753,,2,2,4,77
2754,2754,,3,1,4,5
2755,2755,,1,2,3,5
2756,2756,,1,0,1,3
2757,2757,,0,4,4,4
2758,2758,,1,4,5,32
2759,2759,,2,1,3,19
2760,2760,,5,0,5,7
2761,2761,,3,1,4,8
2762,2762,,2,3,5,3
2763,2763,,3,1,4,3
2764,2764,,2,3,5,94
2765,2765,,1,3,4,94
2766,2766,,2,2,4,33
2767,2767,,4,1,5,16
2768,2768,,0,1,1,4
2769,2769,,2,3,5,8
2770,2770,,0,4,4,94
2771,2771,,1,4,5,3
2772,2772,,1,4,5,78
2773,2773,,4,1,5,27
2774,2774,,2,3,5,4
2775,2775,,2,3,5,5
2776,2776,,3,2,5,7
2777,2777,,2,3,5,105
2778,2778,,1,4,5,3
2779,2779,,5,0,5,63
2780,2780,,4,1,5,3
2781,2781,,4,1,5,9
2782,2782,,5,0,5,3
2783,2783,,2,3,5,14
2784,2784,,4,1,5,32
2785,2785,,0,5,5,94
2786,2786,,2,2,4,77
2787,2787,,3,1,4,8
2788,2788,,0,5,5,18
2789,2789,,0,0,0,43
2790,2790,,0,5,5,77
2791,2791,,3,2,5,22
2792,2792,,0,1,1,1
2793,2793,,3,2,5,77
2794,2794,,1,2,3,3
2795,2795,,1,3,4,78
2796,2796,,1,2,3,22
2797,2797,,1,2,3,22
2798,2798,,1,4,5,19
2799,2799,,1,3,4,5
2800,2800,,0,5,5,4
2801,2801,,4,1,5,32
2802,2802,,4,1,5,4
2803,2803,,3,0,3,7
2804,2804,,0,5,5,5
2805,2805,,0,5,5,3
2806,2806,,3,2,5,22
2807,2807,,1,1,2,3
2808,2808,,3,2,5,1
2809,2809,,4,1,5,14
2810,2810,,3,1,4,33
2811,2811,,2,3,5,22
2812,2812,,1,0,1,27
2813,2813,,1,4,5,6
2814,2814,,2,3,5,4
2815,2815,,3,2,5,6
2816,2816,,2,2,4,0
2817,2817,,1,4,5,0
2818,2818,,1,3,4,3
2819,2819,,2,1,3,3
2820,2820,,0,5,5,4
2821,2821,,4,1,5,105
2822,2822,,3,2,5,8
2823,2823,,1,4,5,3
2824,2824,,1,1,2,18
2825,2825,,1,4,5,4
2826,2826,,0,5,5,18
2827,2827,,3,2,5,34
2828,2828,,2,1,3,22
2829,2829,,1,4,5,16
2830,2830,,3,2,5,1
2831,2831,,0,5,5,18
2832,2832,,1,0,1,9
2833,2833,,5,0,5,105
2834,2834,,4,1,5,105
2835,2835,,2,3,5,1
2836,2836,,2,2,4,4
2837,2837,,3,2,5,33
2838,2838,,3,1,4,94
2839,2839,,1,4,5,44
2840,2840,,3,2,5,4
2841,2841,,4,1,5,5
2842,2842,,0,5,5,33
2843,2843,,0,2,2,3
2844,2844,,1,3,4,3
2845,2845,,2,3,5,3
2846,2846,,4,1,5,3
2847,2847,,2,1,3,4
2848,2848,,2,0,2,19
2849,2849,,3,2,5,16
2850,2850,,1,1,2,8
2851,2851,,1,4,5,0
2852,2852,,1,4,5,5
2853,2853,,5,0,5,78
2854,2854,,3,2,5,5
2855,2855,,2,3,5,4
2856,2856,,1,4,5,16
2857,2857,,3,2,5,1
2858,2858,,0,5,5,4
2859,2859,,1,4,5,4
2860,2860,,1,1,2,4
2861,2861,,2,3,5,24
2862,2862,,3,1,4,0
2863,2863,,4,1,5,8
2864,2864,,1,4,5,105
2865,2865,,3,2,5,4
2866,2866,,1,2,3,78
2867,2867,,2,3,5,82
2868,2868,,3,2,5,1
2869,2869,,1,4,5,34
2870,2870,,4,1,5,77
2871,2871,,3,2,5,2
2872,2872,,3,2,5,16
2873,2873,,2,3,5,5
2874,2874,,2,2,4,45
2875,2875,,2,3,5,105
2876,2876,,3,2,5,19
2877,2877,,4,1,5,6
2878,2878,,1,2,3,16
2879,2879,,1,2,3,74
2880,2880,,1,2,3,4
2881,2881,,2,0,2,4
2882,2882,,0,0,0,46
2883,2883,,2,3,5,33
2884,2884,,1,4,5,1
2885,2885,,5,0,5,3
2886,2886,,1,3,4,19
2887,2887,,1,4,5,4
2888,2888,,3,2,5,1
2889,2889,,3,1,4,4
2890,2890,,1,4,5,1
2891,2891,,3,1,4,8
2892,2892,,3,2,5,78
2893,2893,,3,2,5,3
2894,2894,,0,3,3,7
2895,2895,,3,1,4,22
2896,2896,,0,2,2,9
2897,2897,,4,1,5,3
2898,2898,,4,1,5,22
2899,2899,,2,2,4,94
2900,2900,,1,2,3,5
2901,2901,,1,3,4,3
2902,2902,,0,0,0,47
2903,2903,,2,3,5,94
2904,2904,,1,4,5,3
2905,2905,,4,1,5,5
2906,2906,,2,2,4,19
2907,2907,,2,1,3,7
2908,2908,,0,1,1,3
2909,2909,,1,4,5,57
2910,2910,,0,1,1,18
2911,2911,,3,0,3,105
2912,2912,,4,0,4,34
2913,2913,,4,1,5,77
2914,2914,,1,4,5,57
2915,2915,,1,3,4,19
2916,2916,,4,1,5,4
2917,2917,,5,0,5,8
2918,2918,,2,3,5,1
2919,2919,,2,1,3,3
2920,2920,,0,5,5,3
2921,2921,,3,2,5,4
